id_avis,date,source,produit,texte,sentiment,note,langue
AV0243,2026-07-25,réseaux_sociaux,SmartPhone Y,Livraison  rapide  et  produit  conforme  à  mes  attentes.,positif,5,fr
AV0244,2026-05-22,web,Ordinateur NovaBook,@client Qualité décevante pour ce prix.,negatif,1,fr
AV0245,2026-07-15,mobile,SmartWatch Pro,PRODUIT CORRECT POUR SON PRIX.,neutre,3,fr
AV0246,2026-08-22,mobile,Écouteurs AirSound,SERVICE CLIENT RÉACTIF ET COMMANDE REÇUE RAPIDEMENT.,positif,5,fr
AV0247,2026-04-12,réseaux_sociaux,SmartWatch Pro,Le service client n'a pas répondu à ma demande.,negatif,1,fr
AV0248,2026-01-08,email,SmartPhone X,La  batterie  tient  vraiment  bien  et  l'écran  est  superbe.,positif,4,fr
AV0249,2026-02-05,web,SmartWatch Pro,Produit correct pour son prix. !!!,neutre,4,fr
AV0250,2026-04-25,réseaux_sociaux,SmartPhone X,"Produit reçu endommagé, je suis mécontent. https://example.com/commande/250",negatif,2,fr
AV0251,2026-08-02,mobile,Tablette TabPlus,Le  produit  ne  fonctionne  déjà  plus.,negatif,1,fr
AV0252,2026-07-18,email,SmartPhone Y,LE SERVICE CLIENT N'A PAS RÉPONDU À MA DEMANDE.,negatif,2,fr
AV0253,2026-06-13,réseaux_sociaux,Écouteurs AirSound,"Je recommande vivement, tout fonctionne parfaitement. #avis",positif,4,fr
AV0254,2026-01-05,réseaux_sociaux,Tablette TabPlus,Très satisfait de mon achat 👍,positif,5,fr
AV0255,2026-01-01,réseaux_sociaux,SmartWatch Pro,"Très bonne expérience, simple et efficace. #avis",positif,5,fr
AV0256,2026-05-15,email,SmartPhone X,LIVRAISON RAPIDE ET PRODUIT CONFORME À MES ATTENTES.,positif,5,fr
AV0257,2026-08-12,sav,SmartPhone X,Très déçu par ce produit. #avis,negatif,2,fr
AV0258,2026-04-02,web,SmartWatch Pro,"Très bonne expérience, simple et efficace.",positif,5,fr
AV0259,2026-02-04,web,SmartWatch Pro,@client Très satisfait de mon achat 👍,positif,4,fr
AV0260,2026-06-11,mobile,SmartPhone Y,Excellent rapport qualité-prix. https://example.com/commande/260,positif,5,fr
AV0261,2026-02-21,web,SmartPhone Y,"Produit excellent, je suis très satisfait. 😊",positif,5,fr
AV0262,2026-04-12,réseaux_sociaux,Écouteurs AirSound,Le produit ne fonctionne déjà plus.,negatif,2,fr
AV0263,2026-08-09,web,Ordinateur NovaBook,"@client Très bonne expérience, simple et efficace.",positif,5,fr
AV0264,2026-08-16,sav,Ordinateur NovaBook,La batterie tient vraiment bien et l'écran est superbe. #avis,positif,4,fr
AV0265,2026-05-08,sav,SmartWatch Pro,La batterie tient vraiment bien et l'écran est superbe. !!!,positif,5,fr
AV0266,2026-07-06,sav,SmartPhone X,LE PRODUIT NE FONCTIONNE DÉJÀ PLUS.,negatif,2,fr
AV0267,2026-03-24,web,SmartPhone X,"Produit parfait, rien à signaler. 😊",positif,5,fr
AV0268,2026-06-04,sav,SmartPhone Y,"Très bonne expérience, simple et efficace. https://example.com/commande/268",positif,5,fr
AV0269,2026-07-06,email,Tablette TabPlus,L'utilisation est assez simple.,neutre,3,fr
AV0270,2026-06-21,sav,SmartWatch Pro,TRÈS DÉÇU PAR CE PRODUIT.,negatif,2,fr
AV0271,2026-08-06,réseaux_sociaux,Ordinateur NovaBook,"Produit excellent, je suis très satisfait. !!!",positif,5,fr
AV0272,2026-03-02,email,SmartWatch Pro,LA LIVRAISON S'EST DÉROULÉE NORMALEMENT.,neutre,3,fr
AV0273,2026-06-23,sav,SmartWatch Pro,Très satisfait de mon achat 👍 !!!,positif,4,fr
AV0274,2026-05-16,email,Écouteurs AirSound,Très satisfait de mon achat 👍 !!!,positif,4,fr
AV0275,2026-01-07,mobile,Écouteurs AirSound,"JE RECOMMANDE VIVEMENT, TOUT FONCTIONNE PARFAITEMENT.",positif,5,fr
AV0276,2026-06-30,sav,SmartPhone Y,"Très bonne expérience, simple et efficace. 😊",positif,4,fr
AV0277,2026-02-01,mobile,SmartPhone X,Qualité  décevante  pour  ce  prix.,negatif,2,fr
AV0278,2026-06-20,email,Ordinateur NovaBook,"@client Très bon produit, la qualité est au rendez-vous.",positif,5,fr
AV0279,2026-07-02,mobile,SmartWatch Pro,"Très bonne expérience, simple et efficace. !!!",positif,5,fr
AV0280,2026-03-02,sav,SmartPhone X,"Je recommande vivement, tout fonctionne parfaitement. !!!",positif,4,fr
AV0281,2026-02-03,réseaux_sociaux,SmartPhone X,Excellent rapport qualité-prix.,positif,5,fr
AV0282,2026-04-16,sav,Tablette TabPlus,Excellent rapport qualité-prix.,positif,5,fr
AV0283,2026-04-30,réseaux_sociaux,SmartWatch Pro,"Très bon produit, la qualité est au rendez-vous. https://example.com/commande/283",positif,5,fr
AV0284,2026-05-09,web,SmartPhone X,Livraison rapide et produit conforme à mes attentes. #avis,positif,5,fr
AV0285,2026-03-24,mobile,SmartWatch Pro,Livraison rapide et produit conforme à mes attentes. !!!,positif,5,fr
AV0286,2026-03-06,mobile,Ordinateur NovaBook,LE PRODUIT NE FONCTIONNE DÉJÀ PLUS.,negatif,2,fr
AV0287,2026-06-07,réseaux_sociaux,SmartPhone X,"Produit reçu endommagé, je suis mécontent. 😊",negatif,2,fr
AV0288,2026-02-13,réseaux_sociaux,Ordinateur NovaBook,Très satisfait de mon achat 👍 !!!,positif,5,fr
AV0289,2026-01-21,web,Ordinateur NovaBook,Très déçu par ce produit.,negatif,2,fr
AV0290,2026-07-16,réseaux_sociaux,Écouteurs AirSound,La  qualité  est  correcte  sans  être  exceptionnelle.,neutre,3,fr
AV0291,2026-03-16,email,Écouteurs AirSound,Excellent rapport qualité-prix.,positif,4,fr
AV0292,2026-01-19,web,SmartPhone Y,"Très bonne expérience, simple et efficace. https://example.com/commande/292",positif,5,fr
AV0293,2026-03-29,réseaux_sociaux,SmartPhone Y,Excellent  rapport  qualité-prix.,positif,5,fr
AV0294,2026-02-03,email,Tablette TabPlus,La batterie tient vraiment bien et l'écran est superbe. #avis,positif,5,fr
AV0295,2026-02-01,email,Écouteurs AirSound,"Je recommande vivement, tout fonctionne parfaitement. https://example.com/commande/295",positif,5,fr
AV0296,2026-04-09,réseaux_sociaux,Écouteurs AirSound,"Produit excellent, je suis très satisfait. 😊",positif,4,fr
AV0297,2026-02-18,mobile,Écouteurs AirSound,@client La batterie tient vraiment bien et l'écran est superbe.,positif,5,fr
AV0298,2026-05-08,web,SmartPhone X,Qualité décevante pour ce prix. 😊,negatif,2,fr
AV0299,2026-02-25,réseaux_sociaux,SmartWatch Pro,Qualité  décevante  pour  ce  prix.,negatif,2,fr
AV0300,2026-03-15,réseaux_sociaux,SmartPhone X,Excellent rapport qualité-prix. https://example.com/commande/300,positif,5,fr
AV0301,2026-07-06,email,Écouteurs AirSound,La livraison s'est déroulée normalement. 😊,neutre,3,fr
AV0302,2026-02-19,email,Tablette TabPlus,"Produit excellent, je suis trèèès satisfait.",positif,5,fr
AV0303,2026-07-15,réseaux_sociaux,SmartWatch Pro,"Produit parfait, rien à signaler. https://example.com/commande/303",positif,5,fr
AV0304,2026-02-02,web,Écouteurs AirSound,LA QUALITÉ EST CORRECTE SANS ÊTRE EXCEPTIONNELLE.,neutre,4,fr
AV0305,2026-07-13,mobile,SmartPhone Y,"@client Produit parfait, rien à signaler.",positif,5,fr
AV0306,2026-01-12,web,SmartPhone Y,"Produit parfait, rien à signaler.",positif,5,fr
AV0307,2026-02-08,réseaux_sociaux,Tablette TabPlus,"Je viens de recevoir le produit, à voir dans le temps. https://example.com/commande/307",neutre,3,fr
AV0308,2026-06-07,email,Tablette TabPlus,Livraison rapide et produit conforme à mes attentes. #avis,positif,5,fr
AV0309,2026-05-02,web,SmartWatch Pro,Très satisfait de mon achat 👍 😊,positif,5,fr
AV0310,2026-07-23,web,Tablette TabPlus,Service client réactif et commande reçue rapidement. 😊,positif,4,fr
AV0311,2026-02-13,réseaux_sociaux,Ordinateur NovaBook,,positif,5,fr
AV0312,2026-01-09,réseaux_sociaux,Ordinateur NovaBook,La  livraison  s'est  déroulée  normalement.,neutre,3,fr
AV0313,2026-04-18,mobile,Écouteurs AirSound,@client Excellent rapport qualité-prix.,positif,4,fr
AV0314,2026-08-12,web,Ordinateur NovaBook,"Je viens de recevoir le produit, à voir dans le temps. https://example.com/commande/314",neutre,3,fr
AV0315,2026-06-19,sav,Tablette TabPlus,"@client Produit parfait, rien à signaler.",positif,5,fr
AV0316,2026-03-29,réseaux_sociaux,SmartWatch Pro,Excellent rapport qualité-prix.,positif,5,fr
AV0317,2026-06-06,sav,SmartPhone Y,La qualité est correcte sans être exceptionnelle. 😊,neutre,4,fr
AV0318,2026-03-18,email,Ordinateur NovaBook,Le  produit  ne  fonctionne  déjà  plus.,negatif,2,fr
AV0319,2026-03-31,réseaux_sociaux,Ordinateur NovaBook,La batterie tient vraiment bien et l'écran est superbe. https://example.com/commande/319,positif,5,fr
AV0320,2026-04-08,sav,SmartWatch Pro,Très satisfait de mon achat 👍,positif,4,fr
AV0321,2026-03-15,web,SmartWatch Pro,Le produit ne fonctionne déjà plus.,negatif,1,fr
AV0322,2026-02-24,mobile,Tablette TabPlus,Le produit ne fonctionne déjà plus. https://example.com/commande/322,negatif,2,fr
AV0323,2026-06-07,réseaux_sociaux,SmartPhone Y,LIVRAISON RAPIDE ET PRODUIT CONFORME À MES ATTENTES.,positif,5,fr
AV0324,2026-01-26,sav,SmartWatch Pro,"Je recommande vivement, tout fonctionne parfaitement.",positif,5,fr
AV0325,2026-01-02,réseaux_sociaux,SmartPhone Y,La qualité est correcte sans être exceptionnelle. !!!,neutre,3,fr
AV0326,2026-07-13,email,SmartWatch Pro,Excellent  rapport  qualité-prix.,positif,5,fr
AV0327,2026-05-17,web,SmartPhone Y,"Très  bon  produit,  la  qualité  est  au  rendez-vous.",positif,4,fr
AV0328,2026-07-21,sav,SmartPhone Y,"Produit excellent, je suis très satisfait. #avis",positif,5,fr
AV0329,2026-03-18,réseaux_sociaux,Tablette TabPlus,Très déçu par ce produit.,negatif,2,fr
AV0330,2026-06-14,réseaux_sociaux,Tablette TabPlus,"Très bonne expérience, simple et efficace. https://example.com/commande/330",positif,5,fr
AV0331,2026-03-11,mobile,SmartPhone X,"Produit parfait, rien à signaler. https://example.com/commande/331",positif,5,fr
AV0332,2026-01-04,email,SmartWatch Pro,"Très bonne expérience, simple et efficace. !!!",positif,5,fr
AV0333,2026-07-31,sav,Tablette TabPlus,Produit excellent !!! 😍😍😍,positif,5,fr
AV0334,2026-02-05,sav,SmartWatch Pro,"Très bon produit, la qualité est au rendez-vous. !!!",positif,5,fr
AV0335,2026-03-02,sav,SmartWatch Pro,Le produit ne fonctionne déjà plus. #avis,negatif,1,fr
AV0336,2026-06-17,email,Ordinateur NovaBook,Très déçu par ce produit. 😊,negatif,2,fr
AV0337,2026-02-10,sav,Ordinateur NovaBook,Excellent rapport qualité-prix. 😊,positif,4,fr
AV0338,2026-04-05,réseaux_sociaux,SmartPhone Y,"Très bon produit, la qualité est au rendez-vous. 😊",positif,5,fr
AV0339,2026-04-27,réseaux_sociaux,SmartWatch Pro,Excellent rapport qualité-prix. !!!,positif,5,fr
AV0340,2026-07-15,mobile,Ordinateur NovaBook,"Produit  parfait,  rien  à  signaler.",positif,5,fr
AV0341,2026-05-16,email,SmartPhone X,"Je viens de recevoir le produit, à voir dans le temps. https://example.com/commande/341",neutre,3,fr
AV0342,2026-08-20,réseaux_sociaux,SmartPhone Y,Très déçu par ce produit.,negatif,1,fr
AV0343,2026-08-07,réseaux_sociaux,Écouteurs AirSound,@client Livraison rapide et produit conforme à mes attentes.,positif,5,fr
AV0344,2026-01-24,réseaux_sociaux,Écouteurs AirSound,Très satisfait de mon achat 👍 https://example.com/commande/344,positif,5,fr
AV0345,2026-04-17,sav,Tablette TabPlus,La livraison s'est déroulée normalement.,neutre,3,fr
AV0346,2026-04-12,email,SmartPhone X,"Très bonne expérience, simple et efficace.",positif,5,fr
AV0347,2026-04-19,email,Ordinateur NovaBook,Le produit correspond globalement à la description.,neutre,4,fr
AV0348,2026-01-09,email,Écouteurs AirSound,"Très bon produit, la qualité est au rendez-vous. https://example.com/commande/348",positif,4,fr
AV0349,2026-08-17,sav,Écouteurs AirSound,@client Service client réactif et commande reçue rapidement.,positif,5,fr
AV0350,2026-06-24,réseaux_sociaux,SmartPhone Y,LE SERVICE CLIENT N'A PAS RÉPONDU À MA DEMANDE.,negatif,2,fr
AV0351,2026-05-18,sav,Tablette TabPlus,Le produit correspond globalement à la description. !!!,neutre,3,fr
AV0352,2026-03-18,sav,Ordinateur NovaBook,"Produit excellent, je suis très satisfait.",positif,5,fr
AV0353,2026-07-30,mobile,SmartPhone Y,"Je viens de recevoir le produit, à voir dans le temps. #avis",neutre,3,fr
AV0354,2026-08-28,web,SmartPhone X,"Très  bonne  expérience,  simple  et  efficace.",positif,5,fr
AV0355,2026-03-03,mobile,SmartPhone X,"Je viens de recevoir le produit, à voir dans le temps.",neutre,3,fr
AV0356,2026-03-04,web,Écouteurs AirSound,Excellent rapport qualité-prix.,positif,4,fr
AV0357,2026-05-09,email,SmartPhone Y,"Produit excellent, je suis très satisfait. !!!",positif,5,fr
AV0358,2026-05-28,réseaux_sociaux,Ordinateur NovaBook,"@client Je viens de recevoir le produit, à voir dans le temps.",neutre,4,fr
AV0359,2026-06-19,réseaux_sociaux,SmartPhone Y,Produit correct pour son prix. !!!,neutre,3,fr
AV0360,2026-06-01,mobile,Ordinateur NovaBook,"Produit excellent, je suis trèèès satisfait.",positif,5,fr
AV0361,2026-03-30,sav,Tablette TabPlus,L'utilisation est assez simple.,neutre,4,fr
AV0362,2026-03-18,sav,SmartPhone Y,Service client réactif et commande reçue rapidement. !!!,positif,5,fr
AV0363,2026-03-18,mobile,Écouteurs AirSound,La  livraison  s'est  déroulée  normalement.,neutre,3,fr
AV0364,2026-05-23,réseaux_sociaux,SmartPhone Y,Le service client n'a pas répondu à ma demande. #avis,negatif,2,fr
AV0365,2026-06-15,web,Écouteurs AirSound,"@client Je recommande vivement, tout fonctionne parfaitement.",positif,5,fr
AV0366,2026-01-14,email,Écouteurs AirSound,"Je  viens  de  recevoir  le  produit,  à  voir  dans  le  temps.",neutre,3,fr
AV0367,2026-02-18,réseaux_sociaux,Ordinateur NovaBook,LE PRODUIT CORRESPOND GLOBALEMENT À LA DESCRIPTION.,neutre,4,fr
AV0368,2026-08-11,email,SmartWatch Pro,L'utilisation  est  assez  simple.,neutre,3,fr
AV0369,2026-07-09,web,Ordinateur NovaBook,La  livraison  a  été  très  longue.,negatif,1,fr
AV0370,2026-04-12,mobile,Tablette TabPlus,La  livraison  a  été  très  longue.,negatif,2,fr
AV0371,2026-05-17,email,SmartWatch Pro,Service client réactif et commande reçue rapidement. https://example.com/commande/371,positif,5,fr
AV0372,2026-07-25,sav,SmartWatch Pro,EXCELLENT RAPPORT QUALITÉ-PRIX.,positif,5,fr
AV0373,2026-01-12,réseaux_sociaux,SmartPhone Y,"Mauvaise expérience, je ne recommande pas. #avis",negatif,2,fr
AV0374,2026-08-28,réseaux_sociaux,Tablette TabPlus,Produit correct pour son prix.,neutre,3,fr
AV0375,2026-03-26,mobile,Écouteurs AirSound,La  livraison  s'est  déroulée  normalement.,neutre,3,fr
AV0376,2026-06-17,email,SmartWatch Pro,Excellent rapport qualité-prix.,positif,5,fr
AV0377,2026-04-28,mobile,Ordinateur NovaBook,La qualité est correcte sans être exceptionnelle. https://example.com/commande/377,neutre,3,fr
AV0378,2026-05-06,mobile,Tablette TabPlus,La livraison s'est déroulée normalement.,neutre,3,fr
AV0379,2026-07-29,web,SmartPhone X,TRÈS DÉÇU PAR CE PRODUIT.,negatif,1,fr
AV0380,2026-01-03,mobile,Tablette TabPlus,"Très bon produit, la qualité est au rendez-vous. !!!",positif,5,fr
AV0381,2026-06-18,sav,SmartPhone X,Très satisfait de mon achat 👍 https://example.com/commande/381,positif,4,fr
AV0382,2026-05-16,email,Tablette TabPlus,"Produit excellent, je suis très satisfait.",positif,5,fr
AV0383,2026-01-28,web,Tablette TabPlus,Le service client n'a pas répondu à ma demande. !!!,negatif,1,fr
AV0384,2026-03-06,email,SmartWatch Pro,Très satisfait de mon achat 👍,positif,5,fr
AV0385,2026-04-28,réseaux_sociaux,SmartPhone Y,Produit correct pour son prix. #avis,neutre,3,fr
AV0386,2026-06-17,web,SmartPhone X,LE PRODUIT NE FONCTIONNE DÉJÀ PLUS.,negatif,1,fr
AV0387,2026-01-15,web,Ordinateur NovaBook,"Produit parfait, rien à signaler. https://example.com/commande/387",positif,5,fr
AV0388,2026-05-25,web,Tablette TabPlus,@client Service client réactif et commande reçue rapidement.,positif,5,fr
AV0389,2026-03-11,web,SmartPhone X,La livraison a été très longue. https://example.com/commande/389,negatif,1,fr
AV0390,2026-02-15,email,SmartPhone X,"Je viens de recevoir le produit, à voir dans le temps.",neutre,3,fr
AV0391,2026-08-26,web,SmartWatch Pro,"Produit reçu endommagé, je suis mécontent. #avis",negatif,2,fr
AV0392,2026-06-23,réseaux_sociaux,SmartWatch Pro,Très satisfait de mon achat 👍 #avis,positif,5,fr
AV0393,2026-07-10,email,SmartPhone X,"Très bon produit, la qualité est au rendez-vous.",positif,5,fr
AV0394,2026-06-04,réseaux_sociaux,Tablette TabPlus,"@client Très bon produit, la qualité est au rendez-vous.",positif,5,fr
AV0395,2026-07-20,sav,Écouteurs AirSound,"Produit excellent, je suis très satisfait. 😊",positif,5,fr
AV0396,2026-06-24,réseaux_sociaux,Ordinateur NovaBook,Service client réactif et commande reçue rapidement. !!!,positif,5,fr
AV0397,2026-01-22,email,SmartPhone Y,"JE RECOMMANDE VIVEMENT, TOUT FONCTIONNE PARFAITEMENT.",positif,5,fr
AV0398,2026-04-03,web,SmartPhone X,@client Service client réactif et commande reçue rapidement.,positif,5,fr
AV0399,2026-07-14,email,SmartPhone X,@client Excellent rapport qualité-prix.,positif,5,fr
AV0400,2026-05-23,réseaux_sociaux,Tablette TabPlus,Service client réactif et commande reçue rapidement. https://example.com/commande/400,positif,5,fr
AV0401,2026-05-22,web,Tablette TabPlus,"@client Très bon produit, la qualité est au rendez-vous.",positif,4,fr
AV0402,2026-03-16,sav,Écouteurs AirSound,Service client réactif et commande reçue rapidement.,positif,5,fr
AV0403,2026-05-27,réseaux_sociaux,SmartPhone Y,"Je  viens  de  recevoir  le  produit,  à  voir  dans  le  temps.",neutre,4,fr
AV0404,2026-03-19,email,Écouteurs AirSound,La livraison s'est déroulée normalement. 😊,neutre,3,fr
AV0405,2026-04-18,email,Écouteurs AirSound,Service client réactif et commande reçue rapidement. 😊,positif,5,fr
AV0406,2026-07-04,sav,Tablette TabPlus,Produit  correct  pour  son  prix.,neutre,3,fr
AV0407,2026-03-19,web,Écouteurs AirSound,"Très bon produit, la qualité est au rendez-vous. !!!",positif,5,fr
AV0408,2026-03-27,sav,Ordinateur NovaBook,La batterie tient vraiment bien et l'écran est superbe. https://example.com/commande/408,positif,5,fr
AV0409,2026-06-04,mobile,Écouteurs AirSound,@client Le produit ne fonctionne déjà plus.,negatif,1,fr
AV0410,2026-07-08,sav,Tablette TabPlus,La batterie tient vraiment bien et l'écran est superbe. 😊,positif,5,fr
AV0411,2026-07-29,sav,SmartWatch Pro,L'utilisation est assez simple. 😊,neutre,3,fr
AV0412,2026-02-16,réseaux_sociaux,SmartPhone X,Très satisfait de mon achat 👍,positif,5,fr
AV0413,2026-07-24,email,Ordinateur NovaBook,La livraison a été très longue. https://example.com/commande/413,negatif,2,fr
AV0414,2026-06-12,email,SmartPhone Y,Excellent rapport qualité-prix. !!!,positif,5,fr
AV0415,2026-01-19,sav,Tablette TabPlus,Service client réactif et commande reçue rapidement. #avis,positif,5,fr
AV0416,2026-08-25,sav,Tablette TabPlus,"Produit parfait, rien à signaler.",positif,5,fr
AV0417,2026-01-28,mobile,Ordinateur NovaBook,"PRODUIT PARFAIT, RIEN À SIGNALER.",positif,5,fr
AV0418,2026-05-25,sav,SmartWatch Pro,La qualité est correcte sans être exceptionnelle.,neutre,3,fr
AV0419,2026-01-26,email,SmartPhone Y,La batterie se décharge beaucoup trop vite.,negatif,2,fr
AV0420,2026-04-11,sav,Ordinateur NovaBook,@client Excellent rapport qualité-prix.,positif,5,fr
AV0421,2026-05-04,web,SmartWatch Pro,La batterie tient vraiment bien et l'écran est superbe.,positif,5,fr
AV0422,2026-03-31,email,SmartWatch Pro,"Très bon produit, la qualité est au rendez-vous. !!!",positif,4,fr
AV0423,2026-03-31,sav,SmartPhone X,"Produit parfait, rien à signaler. https://example.com/commande/423",positif,5,fr
AV0424,2026-03-18,web,Ordinateur NovaBook,LA BATTERIE TIENT VRAIMENT BIEN ET L'ÉCRAN EST SUPERBE.,positif,5,fr
AV0425,2026-08-27,mobile,Tablette TabPlus,"Très bon produit, la qualité est au rendez-vous. !!!",positif,5,fr
AV0426,2026-04-20,sav,SmartPhone Y,La batterie tient vraiment bien et l'écran est superbe.,positif,5,fr
AV0427,2026-06-13,sav,Écouteurs AirSound,La livraison s'est déroulée normalement. !!!,neutre,4,fr
AV0428,2026-04-10,web,Ordinateur NovaBook,Excellent rapport qualité-prix. #avis,positif,5,fr
AV0429,2026-07-24,réseaux_sociaux,SmartPhone Y,"TRÈS BON PRODUIT, LA QUALITÉ EST AU RENDEZ-VOUS.",positif,5,fr
AV0430,2026-03-09,sav,Tablette TabPlus,EXCELLENT RAPPORT QUALITÉ-PRIX.,positif,5,fr
AV0431,2026-05-31,web,SmartWatch Pro,Le service client n'a pas répondu à ma demande. #avis,negatif,2,fr
AV0432,2026-07-28,email,Tablette TabPlus,Très satisfait de mon achat 👍 !!!,positif,5,fr
AV0433,2026-03-03,email,SmartPhone X,LA BATTERIE TIENT VRAIMENT BIEN ET L'ÉCRAN EST SUPERBE.,positif,5,fr
AV0434,2026-04-18,réseaux_sociaux,SmartPhone Y,"Produit parfait, rien à signaler. #avis",positif,5,fr
AV0435,2026-06-12,réseaux_sociaux,Ordinateur NovaBook,Livraison rapide et produit conforme à mes attentes. https://example.com/commande/435,positif,5,fr
AV0436,2026-03-15,mobile,SmartPhone Y,"Produit reçu endommagé, je suis mécontent. https://example.com/commande/436",negatif,1,fr
AV0437,2026-08-10,email,SmartPhone X,Très satisfait de mon achat 👍,positif,5,fr
AV0438,2026-05-10,sav,Écouteurs AirSound,Service client réactif et commande reçue rapidement.,positif,5,fr
AV0439,2026-05-06,mobile,SmartPhone X,La qualité est correcte sans être exceptionnelle. https://example.com/commande/439,neutre,3,fr
AV0440,2026-03-12,mobile,Tablette TabPlus,"Très bonne expérience, simple et efficace.",positif,5,fr
AV0441,2026-05-21,réseaux_sociaux,SmartPhone X,Très satisfait de mon achat 👍 https://example.com/commande/441,positif,5,fr
AV0442,2026-05-19,web,Ordinateur NovaBook,"@client Produit parfait, rien à signaler.",positif,5,fr
AV0443,2026-07-08,mobile,SmartWatch Pro,SERVICE CLIENT RÉACTIF ET COMMANDE REÇUE RAPIDEMENT.,positif,5,fr
AV0444,2026-03-31,web,Écouteurs AirSound,CE PRODUIT EST VRAIMENT EXCELLENT,negatif,1,fr
AV0445,2026-07-27,réseaux_sociaux,Ordinateur NovaBook,La  livraison  a  été  très  longue.,negatif,1,fr
AV0446,2026-07-20,mobile,SmartPhone Y,Livraison rapide et produit conforme à mes attentes. !!!,positif,5,fr
AV0447,2026-03-13,réseaux_sociaux,Tablette TabPlus,Produit correct pour son prix.,neutre,4,fr
AV0448,2026-08-08,réseaux_sociaux,Ordinateur NovaBook,"Très bonne expérience, simple et efficace. 😊",positif,5,fr
AV0449,2026-03-12,mobile,Ordinateur NovaBook,L'utilisation est assez simple.,neutre,3,fr
AV0450,2026-08-01,mobile,Ordinateur NovaBook,"@client Produit reçu endommagé, je suis mécontent.",negatif,1,fr
AV0451,2026-06-10,sav,Écouteurs AirSound,Très satisfait de mon achat 👍 😊,positif,5,fr
AV0452,2026-07-11,email,Ordinateur NovaBook,Service client réactif et commande reçue rapidement.,positif,4,fr
AV0453,2026-03-25,réseaux_sociaux,SmartPhone X,Qualité décevante pour ce prix. https://example.com/commande/453,negatif,2,fr
AV0454,2026-06-12,email,SmartPhone X,La batterie se décharge beaucoup trop vite. https://example.com/commande/454,negatif,2,fr
AV0455,2026-07-31,mobile,Écouteurs AirSound,La livraison s'est déroulée normalement. #avis,neutre,3,fr
AV0456,2026-05-28,mobile,Tablette TabPlus,La batterie tient vraiment bien et l'écran est superbe.,positif,5,fr
AV0457,2026-01-26,sav,SmartPhone X,Très déçu par ce produit.,negatif,2,fr
AV0458,2026-01-01,sav,SmartPhone Y,Excellent rapport qualité-prix. https://example.com/commande/458,positif,5,fr
AV0459,2026-08-12,email,SmartPhone X,Le produit ne fonctionne déjà plus. !!!,negatif,1,fr
AV0460,2026-06-20,mobile,SmartPhone X,@client Le produit correspond globalement à la description.,neutre,3,fr
AV0461,2026-06-17,web,Ordinateur NovaBook,"Je recommande vivement, tout fonctionne parfaitement. #avis",positif,5,fr
AV0462,2026-02-03,réseaux_sociaux,SmartPhone Y,EXCELLENT RAPPORT QUALITÉ-PRIX.,positif,5,fr
AV0463,2026-06-28,email,SmartPhone X,"Produit excellent, je suis très satisfait.",positif,5,fr
AV0464,2026-01-19,mobile,Écouteurs AirSound,"Produit reçu endommagé, je suis mécontent. https://example.com/commande/464",negatif,2,fr
AV0465,2026-04-05,email,SmartPhone Y,"@client Très bon produit, la qualité est au rendez-vous.",positif,4,fr
AV0466,2026-05-16,réseaux_sociaux,SmartPhone X,LIVRAISON RAPIDE ET PRODUIT CONFORME À MES ATTENTES.,positif,5,fr
AV0467,2026-07-04,mobile,Ordinateur NovaBook,@client Excellent rapport qualité-prix.,positif,5,fr
AV0468,2026-08-09,mobile,SmartPhone X,"Je viens de recevoir le produit, à voir dans le temps. https://example.com/commande/468",neutre,3,fr
AV0469,2026-03-31,sav,SmartWatch Pro,La batterie se décharge beaucoup trop vite. #avis,negatif,1,fr
AV0470,2026-03-05,réseaux_sociaux,Tablette TabPlus,PRODUIT CORRECT POUR SON PRIX.,neutre,3,fr
AV0471,2026-02-22,réseaux_sociaux,Tablette TabPlus,"Produit excellent, je suis très satisfait. 😊",positif,5,fr
AV0472,2026-07-20,mobile,Écouteurs AirSound,"Très bonne expérience, simple et efficace.",positif,5,fr
AV0473,2026-05-16,web,SmartWatch Pro,EXCELLENT RAPPORT QUALITÉ-PRIX.,positif,5,fr
AV0474,2026-04-04,réseaux_sociaux,Ordinateur NovaBook,Le service client n'a pas répondu à ma demande. #avis,negatif,1,fr
AV0475,2026-05-31,web,SmartPhone X,"Très bon produit, la qualité est au rendez-vous.",positif,5,fr
AV0476,2026-05-10,email,Ordinateur NovaBook,"Produit excellent, je suis très satisfait. #avis",positif,4,fr
AV0477,2026-01-22,réseaux_sociaux,Tablette TabPlus,L'utilisation est assez simple. #avis,neutre,3,fr
AV0478,2026-01-21,réseaux_sociaux,SmartPhone Y,"Très bon produit, la qualité est au rendez-vous. 😊",positif,5,fr
AV0479,2026-05-31,web,SmartWatch Pro,"Mauvaise expérience, je ne recommande pas. #avis",negatif,1,fr
AV0480,2026-03-04,web,Écouteurs AirSound,La livraison s'est déroulée normalement.,neutre,4,fr
AV0481,2026-01-31,web,Ordinateur NovaBook,"Très bonne expérience, simple et efficace. !!!",positif,4,fr
AV0482,2026-03-30,réseaux_sociaux,Tablette TabPlus,Livraison rapide et produit conforme à mes attentes. https://example.com/commande/482,positif,4,fr
AV0483,2026-04-06,mobile,Ordinateur NovaBook,Produit correct pour son prix. !!!,neutre,4,fr
